call_date,label,long_reason,evidence,confidence,other_label,other_confidence,outcome_ts,outcome_fulfiled_flag,selected_outcome,selected_outcome_cleaned,outcome_cost,sc_call_next_7d_flag,sc_call_days_next_7d,sc_interactions_next_7d,avg_mins_per_sc_interaction_next_7d,bb_churn_next_30d,bb_churn_next_60d,bb_tenure_months,all_interactions_prev_30d,service_interactions_prev_30d,sales_interactions_prev_30d
2025-10-22,Other,"The customer's primary issue is that their landline is not working, which falls under ""Other"" as it is unrelated to broadband performance.",HELLO YES MY LANDLINE SKY TALK MY LANDLINE IS NOT WORKING I RECEIVED A PHONE CALL EARLIER THIS MORNING AND SINCE THEN THERE'S BEEN NOTHING ON MY LANDLINE AT ALL,10.0,Landline Issue,10.0,2025-10-22 15:16:25.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,204.0,3,3,0
2025-11-01,Other,"The customer is unable to make or receive any phone calls on their Sky Talk landline, despite having checked the lights on the router, replacing the handset, and attempting to reset the router. This issue is unrelated to broadband performance.",Customer: EVER SINCE WE CHANGED OVER TO SKY ABOUT A MONTH <NUMBER> WEEKS AGO NOW I'VE NOT BEEN ABLE TO RECEIVE OR MAKE ANY PHONE CALLS ON MY SKY TALK,9.0,Landline Issue,10.0,2025-11-01 10:06:32.000000 UTC,1,BBTTE,BBTTE,60,1,2,2,1626,0,0,1.0,2,2,1
2025-08-12,Other,"The customer primarily called about their bill and the cost of their services, not an issue with their broadband performance. They were attempting to reduce their monthly payment by removing extra packages and services.","Customer: ""AND WHAT I WANTED TO TALK TO YOU ABOUT MY BILL"", ""I just want the the the lowest package"", ""I want the broadband mobile broadband as well removing""",9.0,Billing or Credit,8.0,2025-08-12 18:39:52.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,148.0,3,1,2
2025-10-21,Other,"The customer called to reschedule an engineer visit, which had been previously cancelled.",I'VE JUST CANCEL THE SERVICE VISIT FOR THE ENGINEER FOR TOMORROW SO EVERYTHING YOU'VE DONE IS THERE ANYTHING <PERSON> I CAN DO FOR YOU TODAY,10.0,Existing Order or Installation,9.0,2025-10-21 16:34:47.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,23.0,2,2,1
2025-09-25,Other,"The customer is reporting that their landline phone is not working. This is not directly related to broadband performance but to the phone service itself, which is outside the scope of broadband-related issues.",Customer: 'RIGHT MY PHONE'S NOT WORKING' and 'IT JUST SAYS IT SAYS LINE CODE ERROR',9.0,Landline Issue,9.0,2025-09-25 11:58:34.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,57.0,1,1,0
2025-08-05,Other,"The customer called to discuss their contract, specifically questioning the cost of their bill and what they are receiving for the price. They are concerned about a higher bill in July and want to confirm their future monthly payments and included services.",Customer: BASICALLY I'M PHONING UP TO SEE HOW MY ACCOUNT IS STANDING ON MY CONTRACT RUN OUT ON THE <ORDINAL> OF JULY I THINK IT WAS IN A MONTH AND THE NEW WAS SET UP ... Customer: YEAH MY MY LAST STATEMENT COME THROUGH AND IT WAS <NUMBER> POUNDS WHY WAS THAT ... Customer: SO WHAT <PERSON> MY NEXT BILL ... Customer: AND I GET WHAT DO I GET THAT SORRY TO KEEP REPEATING MYSELF,9.0,Billing or Credit,9.0,2025-08-05 19:54:53.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,43.0,2,1,1
2025-10-20,Other,"The customer is reporting an issue with their landline telephone, specifically that it's not making or receiving calls.",Customer: IT'S THE LANDLINE TELEPHONE,10.0,Landline Issue,10.0,2025-10-20 10:04:08.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,92.0,1,1,0
2025-10-31,Other,"The customer is experiencing issues with their landline service, specifically not being able to make or receive calls. This is not directly related to broadband performance.",Customer: YEAH I'M I'M NOT I CAN'T MAKE INCOMING CALLS OUTGOING CALLS ON THE LANDLINE. Agent: OKAY THE LANDLINE PHONE IS NOT WORKING.,10.0,Landline Issue,10.0,2025-10-31 13:00:57.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,13.0,1,1,0
2025-09-12,Other,"The customer is experiencing an issue with their landline service, stating that it is not available when people call them and that they cannot make outgoing calls, with the phone displaying ""check line"". This is unrelated to their broadband service.","Customer: ""MY INTERNET IS WORKING YEAH SO I CAN GET NETFLIX AND CINEMA AND ALL THE REST OF IT BUT I CAN'T GET MY LANDLINE <PERSON> NOT WHEN ANYBODY PHONES MY LANDLINE IT SAYS IT'S NOT AVAILABLE"" and ""NO IT WON'T IT SAYS CHECK LINE IT COMES AS SOON AS I PICK UP MY PHONE MY LANDLINE PHONE""",10.0,Landline Issue,9.0,2025-09-12 13:37:30.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,3168,0,0,92.0,4,2,3
2025-08-26,Other,"The customer is calling about a damaged cable that needs to be replaced, which is preventing their internet service from working. The issue is about the physical infrastructure rather than the Wi-Fi signal itself.",Customer: 'SO BASICALLY MY DRIVEWAY DONE AND THE UH RIGHT PEOPLE THEY'VE SENT ME THE CABLE... THEY NEVER CAME BACK NOT CALLED OPENREACH AND THEY SAID YOU TO TALK TO YOUR INTERNET PROVIDER... THE CABLE <PERSON> END UP AND THE BLOCK PAVING',9.0,Broadband Hardware Issue,8.0,2025-08-26 09:07:23.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,19.0,2,2,0
2025-10-29,Other,The customer is reporting that their landline phone is not working at all. This is not directly related to broadband performance.,"Customer: HI MY LANDLINE IS NOT WORKING AND IT HASN'T BEEN FOR SOME TIME
Customer: NO THERE'S NOTHING WHEN I PUT MY HAND SET UP IT'S JUST NOTHING THERE'S NOTHING
Customer: HELLO TO <PERSON> ON THE PHONE TRYING TO DO SOMETHING AND YOU'RE NOT WAITING QUITE RATING DOES IT IT LOOKS VERY MUCH LIKE YOU BEING IN MY <PERSON> YEAH FINE THERE'S JUST NOTHING JUST DEAD
Customer: NO IT'S NOT WORKING",10.0,Landline Issue,10.0,2025-10-29 15:15:46.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,115.0,1,1,0
2025-09-23,Other,"The customer is reporting that their elderly parents’ landline is not working, and they are unable to perform troubleshooting checks themselves or have their parents do so due to mobility issues.",Customer: HELLO MY ELDERLY PARENTS AND THE LANDLINE ISN'T WORKING I'M NOT THERE I CAN'T DO THE CHECKS FOR THEM AND THEY'RE NOT MOBILE SO THEY CAN'T DO THEM EITHER SO I WONDERED IF YOU CAN CHECK THE LINE FOR ME PLEASE,10.0,Landline Issue,10.0,2025-09-23 14:40:10.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,189.0,7,2,5
2025-09-11,Other,"The customer is calling to book a follow-up visit for a broadband installation, not reporting an issue with their current service.",I'D JUST LIKE TO DO THE FULL UP REGARDING MY ACCOUNT,10.0,Existing Order or Installation,9.0,2025-09-11 17:17:35.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,6.0,2,1,0
2025-09-16,Other,"The customer has a damaged power cable for their router, which is preventing the modem from receiving power and consequently causing an internet outage.",Customer: I PULLED THE CABLE OUT THE PLUG MY ROUTER Customer: NO THE CABLE THAT GOES INTO THE QUAD HAS COME AWAY FROM THE PLUG Customer: THE WIRE HAS COME OUT OF THE PLUG ALL TO GET IT Customer: IT'S NO WONDER ATTACHED TO THE PLUG SO THERE IS NO POWER GOING TO THE MODEM,10.0,Broadband Hardware Issue,9.0,2025-09-16 13:41:42.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,83.0,1,1,0
2025-10-20,Other,"The customer is reporting an issue with their telephone line not working, and there is no sound.",HELLO GOOD AFTERNOON COUNTRIES TO BE ABLE TO SPEAK TO AFTER ALL THAT THE TELEPHONE LINE IS NOT WORKING YESTERDAY OR TODAY... NO NO SOUND AT NOTHING,10.0,Landline Issue,10.0,2025-10-20 17:44:18.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,80.0,5,4,2
2025-09-17,Other,"The customer is calling about a landline issue that has been ongoing since July, and is primarily concerned with getting an engineer visit booked and a refund for the period the service was not working. They are also upset that previous attempts to resolve the issue were unsuccessful.",Customer: HI I'M CALLING ABOUT MY MOM'S LANDLINE I'M SURE YOU HAVE THE DETAILS THERE ... Customer: MY GRANDMOTHER'S BEEN LEFT WITHOUT A LANDLINE SINCE <PERSON>,9.0,Landline Issue,8.0,2025-09-17 18:37:26.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,1344,0,0,33.0,1,1,0
2025-09-16,Other,"The customer is experiencing issues with their landline telephone service, specifically that they can hear others but others cannot hear them, after a power cut. This is not directly related to broadband performance.",Customer: 'I'VE UNPLUGGED THE PHONE AND I PLUGGED IT DIRECTLY INTO THE SOCKET ON IT STILL CONTINUES' and 'I'VE UNPLUGGED THE PHONE AND I PLUGGED IT DIRECTLY INTO THE SOCKET ON IT STILL CONTINUES' and 'Customer: BUT NOT <PERSON> TALKING THEY'RE NOT ABLE TO HEAR IT RIGHT',9.0,Landline Issue,10.0,2025-09-16 08:57:33.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,68.0,1,1,0
2025-09-19,Other,"The customer's primary concern is a faulty landline connection that prevents outgoing calls and impacts a care alarm, not broadband issues.","Customer: ""YESTERDAY WE'VE BEEN TRYING TO PHONE HIM AND HE'S LIKE IS PERMANENTLY ENGAGED"" and ""I HAVE GONE OUT TODAY AND BOUGHT A NEW PHONE AND IT'S NOT WORKING SO I'M PRESUMING IT'S SOMETHING ON THE LINE"" and ""BYE BUT THIS <PERSON> EITHER I'VE NOT LOOKED AT THIS BEFORE AND IT IS REALLY CRACKLING IN THE PAST THE LAST FEW MONTHS ACTUALLY AND I'VE JUST SEEN THE WIRE NOW AND THE WIRE IS EXPOSED AND THREADBARE"" and ""COS THE ALARMS NOT WORKING HE'S GOING TO BE IN TROUBLE""",10.0,Landline Issue,10.0,2025-09-19 12:57:23.000000 UTC,1,BBTTE,BBTTE,60,1,2,1,2029,0,0,89.0,1,1,0
2025-08-28,Other,"The customer's equipment has been physically damaged, requiring replacements for both their broadband and TV boxes.",Customer: IT'S BOTH OF THEM Agent: BOTH OF THEM LIKE HAS IT BEEN DAMAGED Customer: YEAH YEAH IT'S BEEN SMASHED UP,10.0,TV or Device Issue,8.0,2025-08-28 09:20:36.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,71.0,1,1,0
2025-08-02,Other,The customer's primary issue is about the cancellation of their fibre broadband installation due to an apparent misunderstanding regarding an emergency pull cord in their sheltered accommodation. They believe other providers have successfully installed fibre.,Customer: 'BROADBAND AND PHONE LINE THE WINDOW I SPOKE TO AND THEY OFFERED ME FIBRE BROADBAND... BUT WHEN THE ORDER WAS PUT THROUGH NOBODY TOLD ME SHELTERED ACCOMMODATION THAT HAS EMERGENCY PORT CODE WHICH IS NOTHING WHATSOEVER TO DO WITH THE INTERNET' and 'OTHER COMPANIES ARE DOING IT WHAT ARE YOU DOING WRONG',9.0,Existing Order or Installation,8.0,2025-08-02 17:55:26.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,27.0,5,3,2
2025-09-05,Other,"The customer initially called about a satellite signal issue, which was resolved. However, the primary ongoing issue discussed is a problem with their landline service, which has been ongoing for several weeks and an engineer visit has not resolved.",Customer: YEAH NO THIS NOW AND NOW THE 2ND ISSUE I HAVE IS MY PHONE LINE Agent: YOUR LANDLINE Customer: THE LANDLINE YEAH IT'S BEEN AN ONGOING ISSUE FOR SEVERAL WEEKS NOW I HAVE I'VE EVEN HAD AN ENGINEER COME OUT BUT HE HASN'T RESOLVED THE ISSUE,9.0,Landline Issue,10.0,2025-09-05 11:15:28.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,108.0,5,4,0
2025-08-04,Other,"The customer is experiencing an issue with their landline service, which has not been working for several days. This is unrelated to broadband issues.",Customer: I PAY FOR MY PHONE LINE THROUGH YOUR MY SKY HOUSE PHONE THROUGH SKY Agent: YEAH THE LANDLINE RIGHT Customer: YES AND IT'S NOT WORKING AT THE MOMENT IT HASN'T BEEN WORKING FOR ABOUT <NUMBER> DAYS,10.0,Landline Issue,10.0,2025-08-04 15:28:32.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,28.0,1,1,0
2025-08-04,Other,"The customer is calling to follow up on a complaint about ""terrible terrible service"" regarding their broadband. However, the conversation quickly shifts to issues with Sky trying to contact them and the inability to answer the phone in time, rather than the technical issue itself.","Customer: ""I TOLD HER ABOUT THE BROADBAND ABOUT THE TERRIBLE TERRIBLE SERVICE THAT WE'VE GOT IT AS A COMPLAINT COMPLAINT HAS BEEN GOING ON FOR NEARLY <NUMBER> WEEKS"" Customer: ""NOW THEY HAVE MADE MANY ATTEMPTS BUT WHAT THEY DO WHAT THEY DO IS THEY THEY CALL THE NUMBER ABOUT TWICE AT MOST LET IT RING TWICE OR <NUMBER> TIMES SO BY THE TIME I HAVE GOT IT OUT OF MY OF MY BAG FOR PHONE IT'S TOO LATE THEY'VE HANG UP""",7.0,Other (General Miscellaneous),7.0,2025-08-04 16:08:27.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,1.0,8,8,0
2025-09-01,Other,The customer is reporting that their landline is completely dead and not working at all. The agent confirms a fault and schedules an engineer visit.,Customer: HELLO GOT SKY OBVIOUSLY CUT OFF LANDLINE IS NOT WORKING IT'S COMPLETELY DEAD,10.0,Landline Issue,10.0,2025-09-01 12:05:16.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,31.0,1,1,0
2025-08-03,Other,"The customer is reporting an issue with their landline phone service, not their broadband or Wi-Fi.",Customer: YEAH I DO YEAH MY PHONE LINE'S NOT WORKING RIGHT,10.0,Landline Issue,10.0,2025-08-03 09:12:30.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,1.0,9,1,7
2025-10-22,Other,"The customer is complaining that an engineer appointment for their broadband was cancelled last minute, causing them to wait in for two days without the visit occurring. They are seeking compensation for the missed appointment, as they previously received compensation for a similar issue.",Customer: YES HI I HAD A SKY ENGINEER BOOKED TO THE OTHER DAY AND THEN THEY CANCELLED VERY LAST MINUTE AFTER WAITING IN...Customer: YEAH BUT WHY HAVE I NOT HAD THE ENGINEER THAT'S TWICE IN <NUMBER> WEEK...Customer: NO WHY NOT HE'S PAYING ME <NUMBER> POUNDS AS AN APOLOGY FOR NOT TURNING UP LAST TIME YOU'VE DONE IT AGAIN...Customer: I WOULD DEFINITELY BE CHECKING BECAUSE I <PERSON> BE CHASING YOU KEPT ME <NUMBER> DAYS OF MY WEEK WAITING FOR AN ENGINEER,9.0,Billing or Credit,8.0,2025-10-22 20:21:01.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,88.0,3,3,0
2025-09-06,Other,"The customer is experiencing issues with their house phone/landline, specifically that it is not working at all, sometimes cuts off, and cannot make or receive calls.","Customer: YES MY HOUSE PHONE DOESN'T SEEM TO BE WORKING
Customer: MY HOUSE PHONE
Customer: ABOUT <NUMBER> DAYS SOMETIMES IT IS WORKING AND THEN I GET CUT OFF AND THEN WHEN I TRIED TO RING OUT IT'S NOTHING AND THEN NOBODY CAN RING
Customer: YEAH NOONE CAN RING IN THEY GET A DIALLING TONE AS THOUGH I'M ENGAGED",9.0,Landline Issue,10.0,2025-09-06 14:53:29.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,92.0,1,1,0
2025-09-03,Other,"The customer is primarily experiencing issues with their landline phone service, specifically that it is not working and has no dial tone or ringtone. This is not related to broadband performance.",WE ARE STILL WITHOUT A PHONE,9.0,Landline Issue,10.0,2025-09-03 11:02:40.000000 UTC,1,BBTTE,BBTTE,60,1,2,1,1644,0,0,223.0,4,4,0
2025-08-03,Other,"The customer called to request a replacement booster box for their Sky Broadband service, which they indicated was damaged. The conversation revolved around scheduling the delivery of the new box and the collection of the old one, rather than troubleshooting a broadband performance issue.","Customer: 'YES PLEASE' (in response to wanting a replacement for the damaged box), Agent: 'SO ONCE YOU PRESS THE POSTS ARE YOU IN THE NEXT <NUMBER> TO <NUMBER> DAYS OK THE FIBRE <PERSON> TO <PERSON> WHY DO YOU WANT TO SEE WHAT THE NEXT <NUMBER> TO <NUMBER> HOURS AS WELL OK SO AND THE <PERSON> WHEN THE DELIVERY PERSON COMES IN YOU <PERSON> HAVE TO HANDLE WHAT ARE THE ORDER BOX TO HIM AND COLLECT THE NEW <NUMBER> OKAY'",10.0,Broadband Hardware Issue,8.0,2025-08-03 13:38:18.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,171.0,1,1,0
2025-08-15,Other,"The customer initially mentions issues with their broadband contract, multi-screen subscription, and router box. However, the conversation quickly shifts to discussions about pricing, contract extensions, and cancelling multi-screen due to not needing it, not performance issues. The customer then explicitly asks to go back to pricing, indicating this as their primary concern. The router issue is briefly mentioned but not explored, and the agent attempts to transfer the customer to a technical department, suggesting the initial issue was not resolved or was secondary to pricing. The mention of 'not working upstairs' with the router is vague and could imply poor coverage, but it's not the primary focus and is only a brief mention within a broader conversation about pricing and contract details.",Customer: HI THERE ARE A FEW THINGS ACTUALLY THE <ORDINAL> THING IS I'LL NEED TO DISCUSS MY WELL I'LL LET YOU KNOW WHAT I NEED TO DISCUSS TODAY TO DISCUSS OUR BROADBAND WHICH IS COMING TO AN END ON THE <ORDINAL> OF <PERSON> I ALSO NEED TO TAKE OFF THE MULTI SCREEN I WANTED TO KNOW IF I'M GETTING THE BEST PRICES AND WE'VE GOT A PROBLEM WITH OUR <NUMBER> OF OUR ROUTER BOX AS WELL MIGHT NEED SOMEBODY TO COME OUT ... Customer: YEAH CAN COLLEGE SORRY CAN WE JUST GO BACK TO THE PRICING IS THERE ANYTHING <PERSON> I CAN HAVE DEDUCTED OFF MY ACCOUNT BECAUSE IT'S GONE UP SO I JUST WONDERED IF THERE WAS ANYTHING <PERSON> THAT I COULD HAVE A REDUCTION ON ... Customer: YEAH WE WE'VE WE'VE MOVED IT BECAUSE IT WASN'T WORKING UPSTAIRS,7.0,Contract or Cancellation,8.0,2025-08-15 09:47:58.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,54.0,1,1,1
2025-08-01,Other,"The customer is reporting an issue with their landline service, stating that they have no landline for over a week.",Customer: WE'VE GOT NO LANDLINE...OVER A WEEK YEAH WE CANNOT <PERSON> YEAH,10.0,Landline Issue,10.0,2025-08-01 09:16:38.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,211.0,6,5,3
2025-10-29,Other,"The customer needs to move their internet socket due to home renovations, which falls outside the scope of typical Wi-Fi issues.",Customer: AND THE INTERNET SOCKET FOLDERS AFTER THAT NEEDS TO BE MOVED FORWARD IF YOU SENT IT IS OUTSIDE THE AND THEN,9.0,Account Enquiry or Move,8.0,2025-10-29 18:04:52.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,12.0,1,1,0
2025-09-15,Other,"The customer is experiencing issues with their landline telephone service, specifically crackling on the line and difficulty hearing calls.",Customer: I'VE GOT A PROBLEM WITH MY TELEPHONE LINE... HEARD COS IT WAS CRACKED AND ALL THE TIME I WAS TALKING TO,10.0,Landline Issue,10.0,2025-09-15 10:00:06.000000 UTC,1,BBTTE,BBTTE,60,1,1,1,3136,0,0,140.0,2,2,0
2025-09-01,Other,"The customer is experiencing an issue with their landline where they cannot receive calls, despite an engineer visit. This is not directly related to broadband performance.",Customer: I HAD AN ENGINEER OUT ON THE <ORDINAL> OF <PERSON> TO HAVE A LOOK AT MY LANDLINE BECAUSE I CAN'T RECEIVE CALLS,10.0,Landline Issue,10.0,2025-09-01 12:26:08.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,128.0,4,4,0
2025-08-25,Other,"The customer is experiencing an issue where their Sky Box is asking for a code number and can't connect to Sky. This is an issue with the Sky Box connecting to the network, not necessarily a broadband issue itself.",Customer: SORRY TO CUT MY PERSON SWITCHED ON AGAIN AND IT'S ASKING FOR MY CODE NUMBER. Agent: OK WHAT DO YOU SEE ON THE SCREEN NOW. Customer: HANG ON A MINUTE IT SAYS CONNECTED INTO SETTINGS. Agent: YEAH WHERE YOU HAVE TO FIND YOUR ROUTER SO WE CAN CONNECT THE BOX TO THE NETWORK.,8.0,TV or Device Issue,9.0,2025-08-25 13:53:31.000000 UTC,1,BBTTE,BBTTE,60,0,0,0,,0,0,26.0,1,1,0
